,participant,question,choice,task,trial
24815,855,Q17,through which gas is exchanged,0,20
24816,855,Q18,who tends to resist any attempt at,0,21
24817,855,Q19,The amount of water in living cells varies,0,22
24818,855,Q20,The belief of ancient scientists was,0,23
24819,855,score,13,0,24
24820,855,absAssess1,9,0,25
24821,855,relAssess1,36,0,26
24822,855,diffOther1,8,0,27
24823,855,diffSelf1,9,0,28
24824,856,absAssess0,18,0,0
24825,856,relAssess0,90,0,1
24826,856,diffOther0,7,0,2
24827,856,diffSelf0,2,0,3
24828,856,Q1,he or she is expected to master the printed form of language.,0,4
24829,856,Q2,man and found,0,5
24830,856,Q3,"poetry, along with all the other arts, are",0,6
24831,856,Q4,it difficult to choose,0,7
24832,856,Q5,to accept responsibility for one's own decisions.,0,8
24833,856,Q6,are native to shores,0,9
24834,856,Q7,"than studying for a long, continuous period.",0,10
24835,856,Q8,those in Crime and Punishment exhibit,0,11
24836,856,Q9,feelings,0,12
24837,856,Q10,and finally succeeded,0,13
24838,856,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
24839,856,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24840,856,Q13,the city council designated him,0,16
24841,856,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24842,856,Q15,If the room had been brighter,0,18
24843,856,Q16,two students because they used notes anyway.,0,19
24844,856,Q17,through which gas is exchanged,0,20
24845,856,Q18,who tends to resist any attempt at,0,21
24846,856,Q19,The amount of water in living cells varies,0,22
24847,856,Q20,The belief of ancient scientists was,0,23
24848,856,score,15,0,24
24849,856,absAssess1,18,0,25
24850,856,relAssess1,90,0,26
24851,856,diffOther1,8,0,27
24852,856,diffSelf1,2,0,28
24853,857,absAssess0,16,0,0
24854,857,relAssess0,78,0,1
24855,857,diffOther0,5,0,2
24856,857,diffSelf0,3,0,3
24857,857,Q1,he or she faces expectations of mastering the printed form of language.,0,4
24858,857,Q2,man and found,0,5
24859,857,Q3,poetry and art are,0,6
24860,857,Q4,it difficult to choose,0,7
24861,857,Q5,to accept responsibility for one's own decisions.,0,8
24862,857,Q6,are native to shores,0,9
24863,857,Q7,"than studying for a long, continuous period.",0,10
24864,857,Q8,those in Crime and Punishment exhibit,0,11
24865,857,Q9,feelings,0,12
24866,857,Q10,and finally succeeded,0,13
24867,857,Q11,had lain on the hay besides its mother and had begun to nurse as soon as the boy had set,0,14
24868,857,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24869,857,Q13,the city council designated him,0,16
24870,857,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24871,857,Q15,If the room had been brighter,0,18
24872,857,Q16,two students because they used notes anyway.,0,19
24873,857,Q17,through which exchange of gas occurs,0,20
24874,857,Q18,who tends to resist any attempt at,0,21
24875,857,Q19,The amount of water in living cells varies,0,22
24876,857,Q20,The belief of ancient scientists was,0,23
24877,857,score,13,0,24
24878,857,absAssess1,18,0,25
24879,857,relAssess1,83,0,26
24880,857,diffOther1,4,0,27
24881,857,diffSelf1,3,0,28
24882,858,absAssess0,17,0,0
24883,858,relAssess0,80,0,1
24884,858,diffOther0,4,0,2
24885,858,diffSelf0,3,0,3
24886,858,Q1,he or she is expected to master the printed form of language.,0,4
24887,858,Q2,man and found,0,5
24888,858,Q3,poetry and art are,0,6
24889,858,Q4,it difficult to choose,0,7
24890,858,Q5,to accept responsibility for one's own decisions.,0,8
24891,858,Q6,are native to shores,0,9
24892,858,Q7,than a long period of continuous study.,0,10
24893,858,Q8,those in Crime and Punishment exhibit,0,11
24894,858,Q9,feelings,0,12
24895,858,Q10,and finally succeeded,0,13
24896,858,Q11,had lain on the hay besides its mother and had begun to nurse as soon as the boy had set,0,14
24897,858,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24898,858,Q13,he was designated by the city council,0,16
24899,858,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
24900,858,Q15,If the room had been brighter,0,18
24901,858,Q16,two students because they used notes anyway.,0,19
24902,858,Q17,through which gas is exchanged,0,20
24903,858,Q18,who tends to resist any attempt at,0,21
24904,858,Q19,The amount of water in living cells varies,0,22
24905,858,Q20,The belief of ancient scientists were,0,23
24906,858,score,14,0,24
24907,858,absAssess1,16,0,25
24908,858,relAssess1,75,0,26
24909,858,diffOther1,7,0,27
24910,858,diffSelf1,7,0,28
24911,859,absAssess0,16,0,0
24912,859,relAssess0,70,0,1
24913,859,diffOther0,6,0,2
24914,859,diffSelf0,3,0,3
24915,859,Q1,he or she faces expectations of mastering the printed form of language.,0,4
24916,859,Q2,man and found,0,5
24917,859,Q3,poetry and art are,0,6
24918,859,Q4,it difficult to choose,0,7
24919,859,Q5,to accept responsibility for one's own decisions.,0,8
24920,859,Q6,are native to shores,0,9
24921,859,Q7,"than studying for a long, continuous period.",0,10
24922,859,Q8,those in Crime and Punishment exhibit,0,11
24923,859,Q9,feelings portrayed by Spaniards,0,12
24924,859,Q10,and finally succeeded,0,13
24925,859,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
24926,859,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24927,859,Q13,he was designated by the city council,0,16
24928,859,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24929,859,Q15,If the room was brighter,0,18
24930,859,Q16,two students due to the use of their notes.,0,19
24931,859,Q17,through which gas is exchanged,0,20
24932,859,Q18,who tend to resist any attempt at,0,21
24933,859,Q19,The amount of water in living cells varies,0,22
24934,859,Q20,The ancient scientists beliefs were,0,23
24935,859,score,11,0,24
24936,859,absAssess1,17,0,25
24937,859,relAssess1,70,0,26
24938,859,diffOther1,5,0,27
24939,859,diffSelf1,3,0,28
24940,860,absAssess0,14,0,0
24941,860,relAssess0,66,0,1
24942,860,diffOther0,5,0,2
24943,860,diffSelf0,5,0,3
24944,860,Q1,mastery of the printed form of language is expected of him or her.,0,4
24945,860,Q2,man and found,0,5
24946,860,Q3,"poetry, along with all the other arts, are",0,6
24947,860,Q4,it difficult to choose,0,7
24948,860,Q5,accepting responsibility for one's own decisions.,0,8
24949,860,Q6,are native to shores,0,9
24950,860,Q7,than a long period of continuous study.,0,10
24951,860,Q8,those in Crime and Punishment exhibit,0,11
24952,860,Q9,portrayal of the feelings of many Spaniards,0,12
24953,860,Q10,and finally succeeded,0,13
24954,860,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
24955,860,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24956,860,Q13,the city council designated him,0,16
24957,860,Q14,"""Bob have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
24958,860,Q15,If the room had been brighter,0,18
24959,860,Q16,two students because they used notes anyway.,0,19
24960,860,Q17,through which exchange of gases occurs,0,20
24961,860,Q18,who tends to resist any attempt at,0,21
24962,860,Q19,The amount of water in living cells varies,0,22
24963,860,Q20,The belief of ancient scientists was,0,23
24964,860,score,11,0,24
24965,860,absAssess1,12,0,25
24966,860,relAssess1,50,0,26
24967,860,diffOther1,6,0,27
24968,860,diffSelf1,6,0,28
24969,861,absAssess0,17,0,0
24970,861,relAssess0,85,0,1
24971,861,diffOther0,5,0,2
24972,861,diffSelf0,2,0,3
24973,861,Q1,he or she is expected to master the printed form of language.,0,4
24974,861,Q2,man and found,0,5
24975,861,Q3,"poetry, along with all the other arts, is",0,6
24976,861,Q4,it difficult to choose,0,7
24977,861,Q5,accepting responsibility for one's own decisions.,0,8
24978,861,Q6,are native to shores,0,9
24979,861,Q7,than a long period of continuous study.,0,10
24980,861,Q8,those in Crime and Punishment exhibit,0,11
24981,861,Q9,feelings,0,12
24982,861,Q10,and finally succeeded,0,13
24983,861,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
24984,861,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
24985,861,Q13,the city council designated him,0,16
24986,861,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
24987,861,Q15,If the room had been brighter,0,18
24988,861,Q16,two students because they used notes anyway.,0,19
24989,861,Q17,through which gas is exchanged,0,20
24990,861,Q18,who tends to resist any attempt at,0,21
24991,861,Q19,The amount of water in living cells varies,0,22
24992,861,Q20,The belief of ancient scientists was,0,23
24993,861,score,13,0,24
24994,861,absAssess1,15,0,25
24995,861,relAssess1,81,0,26
24996,861,diffOther1,5,0,27
24997,861,diffSelf1,2,0,28
24998,862,absAssess0,12,0,0
24999,862,relAssess0,69,0,1
25000,862,diffOther0,5,0,2
25001,862,diffSelf0,5,0,3
25002,862,Q1,he or she is expected to master the printed form of language.,0,4
25003,862,Q2,man and found,0,5
25004,862,Q3,"poetry, along with all the other arts, are",0,6
25005,862,Q4,it difficult to choose,0,7
25006,862,Q5,to accept responsibility for one's own decisions.,0,8
25007,862,Q6,are native to shores,0,9
25008,862,Q7,"than a period of long, continuous study.",0,10
25009,862,Q8,those in Crime and Punishment exhibit,0,11
25010,862,Q9,feelings portrayed by Spaniards,0,12
25011,862,Q10,and finally succeeded,0,13
25012,862,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
25013,862,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
25014,862,Q13,the city council designated him,0,16
25015,862,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
25016,862,Q15,If the room had been brighter,0,18
25017,862,Q16,two students because they used notes anyway.,0,19
25018,862,Q17,through which gas is exchanged,0,20
25019,862,Q18,who tends to resist any attempt at,0,21
25020,862,Q19,The amount of water in living cells varies,0,22
25021,862,Q20,The belief of ancient scientists were,0,23
25022,862,score,11,0,24
25023,862,absAssess1,12,0,25
25024,862,relAssess1,70,0,26
25025,862,diffOther1,5,0,27
25026,862,diffSelf1,5,0,28
25027,863,absAssess0,18,0,0
25028,863,relAssess0,80,0,1
25029,863,diffOther0,5,0,2
25030,863,diffSelf0,2,0,3
25031,863,Q1,he or she is expected to master the printed form of language.,0,4
25032,863,Q2,man and found,0,5
25033,863,Q3,"poetry, along with all the other arts, are",0,6
25034,863,Q4,it difficult to choose,0,7
25035,863,Q5,to accept responsibility for one's own decisions.,0,8
25036,863,Q6,are native to shores,0,9
25037,863,Q7,than a long period of continuous study.,0,10
25038,863,Q8,those in Crime and Punishment exhibit,0,11
25039,863,Q9,feelings,0,12
25040,863,Q10,and finally succeeded,0,13
25041,863,Q11,had lain on the hay besides its mother and had begun to nurse as soon as the boy had set,0,14
25042,863,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
25043,863,Q13,the city council designated him,0,16
25044,863,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
25045,863,Q15,If the room had been brighter,0,18
25046,863,Q16,two students because they used notes anyway.,0,19
25047,863,Q17,through which gas is exchanged,0,20
25048,863,Q18,who tends to resist any attempt at,0,21
25049,863,Q19,The amount of water in living cells varies,0,22
25050,863,Q20,The belief of ancient scientists was,0,23
25051,863,score,13,0,24
25052,863,absAssess1,16,0,25
25053,863,relAssess1,70,0,26
25054,863,diffOther1,6,0,27
25055,863,diffSelf1,3,0,28
25056,864,absAssess0,13,0,0
25057,864,relAssess0,60,0,1
25058,864,diffOther0,5,0,2
25059,864,diffSelf0,3,0,3
25060,864,Q1,he or she is expected to master the printed form of language.,0,4
25061,864,Q2,man and found,0,5
25062,864,Q3,"poetry, along with all the other arts, are",0,6
25063,864,Q4,it difficult to choose,0,7
25064,864,Q5,to accept responsibility for one's own decisions.,0,8
25065,864,Q6,are native to shores,0,9
25066,864,Q7,than a long period of continuous study.,0,10
25067,864,Q8,those in Crime and Punishment exhibit,0,11
25068,864,Q9,portrays the feelings of many Spaniards,0,12
25069,864,Q10,and finally succeeded,0,13
25070,864,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
25071,864,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated at",0,15
25072,864,Q13,the city council will designate him,0,16
25073,864,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
25074,864,Q15,If the room had been brighter,0,18
25075,864,Q16,two students because they used notes anyway.,0,19
25076,864,Q17,through which gas is exchanged,0,20
25077,864,Q18,who tend to resist any attempt at,0,21
25078,864,Q19,The amount of water in living cells varies,0,22
25079,864,Q20,The belief of ancient scientists was,0,23
25080,864,score,12,0,24
25081,864,absAssess1,10,0,25
25082,864,relAssess1,50,0,26
25083,864,diffOther1,6,0,27
25084,864,diffSelf1,7,0,28
25085,865,absAssess0,15,0,0
25086,865,relAssess0,61,0,1
25087,865,diffOther0,8,0,2
25088,865,diffSelf0,4,0,3
25089,865,Q1,mastery of the printed form of language is expected of him or her.,0,4
25090,865,Q2,man and found,0,5
25091,865,Q3,"poetry, along with all the other arts, are",0,6
25092,865,Q4,it difficult to choose,0,7
25093,865,Q5,to accept responsibility for one's own decisions.,0,8
25094,865,Q6,are native to shores,0,9
25095,865,Q7,"than studying for a long, continuous period.",0,10
25096,865,Q8,those in Crime and Punishment exhibit,0,11
25097,865,Q9,portrayal of the feelings of many Spaniards,0,12
25098,865,Q10,and finally succeeded,0,13
25099,865,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
25100,865,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
25101,865,Q13,he was designated by the city council,0,16
25102,865,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
25103,865,Q15,If the room was brighter,0,18
25104,865,Q16,two students because of them using notes.,0,19
